index,original,translation,scores,mean,z_scores,z_mean,QE_score
522,The Baroda Heritage Trust took the initiative in this direction and carried out a landscape study of the former urban centre.,?????? ??????? ?????? ?? ?? ???? ??? ??? ?? ?? ????? ???? ?????? ?? ?? ???????? ?????? ?????,"[95, 95, 76, 74]",85,"[0.5387802100780963, 0.6151157815355373, 0.39172291828395733, -0.015435940122837947]",0.382545742,0.716249764
523,"The cushion contains the figure of a conch, the symbols of Neminatha. Several attendant and devotee figures are shown on either side of the feet of God.",???? ??? ??????? ?? ?????? ??? ?? ????? ??? ????? ?? ????? ?? ????? ?? ?? ????? ?? ???? ???????? ????? ?? ????,"[95, 90, 80, 79]",86,"[0.5387802100780963, 0.17855383580414114, 0.8021188515306389, 0.43328324949455194]",0.488184037,0.657091439
524,The latest examples are dated to the early 14th century.,?????? ?????? 14??? ??????? ?? ???? ?? ????,"[100, 100, 67, 74]",85.25,"[0.9691158411308884, 1.0516777272669333, -0.5316679315210762, -0.015435940122837947]",0.368422424,0.757939279
525,"The first one shows Krishna with eight hands surrounded by eight gopis, sitting on the banks of river Yamuna, while the next panel portrays Krishna as Venugopala with gopis on either side holding musical instruments indicative of sruti and tala respectively.","???? ????? ??? ????? ?? ?? ???????? ?? ???? ??? ?????? ??? ??, ?? ????? ??? ?? ?? ?? ???? ??? ???, ???? ???? ???? ??? ????? ?? ????????? ?? ??? ??? ??????? ???? ??? ?? ?? ????? ??? ???????? ????? ?????????? ???? ?? ??? ??? ?? ?????? ?????? ?? ??? ?? ????? ???? ????","[100, 95, 70, 68]",83.25,"[0.9691158411308884, 0.6151157815355373, -0.22387098158606503, -0.5538989676637058]",0.201615418,0.622617543
526,Kings also left their mark on Sarnath.,?????? ?? ?? ?????? ?? ???? ??? ??????,"[100, 100, 79, 90]",92.25,"[0.9691158411308884, 1.0516777272669333, 0.6995198682189685, 1.4204654666528096]",1.035194726,0.72349
527,"According to Abd al-Qadir Bada'uni, one of the few contemporary historians to mention construction of the tomb, it was designed by the Persian architect Mirak Mirza Ghiyas (also referred to as Mirak Ghiyathuddin), who was selected by the Empress and brought from Herat (northwest Afghanistan); he had previously designed several buildings in Herat, Bukhara (now Uzbekistan), and others elsewhere in India.","????? ?? ??????? ?? ?????? ???? ???? ??? ??????? ??????????? ??? ?? ?? ???? ??-????? ??????? ?? ??????, ??? ????? ????????? ????? ?????? ????? (???? ????? ??????????? ?? ??? ??? ?? ???? ???? ??) ?????? ??????? ???? ??? ??, ??????? ??????? ?????? ???? ??? ?? ?? ????? (?????-?????? ???????????) ?? ???? ??? ???","[85, 75, 69, 67]",74,"[-0.32189105202748813, -1.1311320013900472, -0.32646996489773544, -0.6436428055871838]",-0.605783956,0.51617223
528,"The Sundarbans is celebrated through numerous Bengali folk songs and dances, often centred around the folk heroes, gods and goddesses specific to the Sunderbans (like Bonbibi and Dakshin Rai) and to the Lower Gangetic Delta (like Manasa and Chand Sadagar).","??????? ?? ?????? ??? ????? ?? ??????? ?? ?????? ?? ????? ???? ??, ?? ????? ??? ??????, ??????? ?? ??????? ?? ????-????? ???????? ???? ??, ????? ??? ?? ??????? (???? ??????? ?? ?????? ???) ?? ????? ???? ?????? (???? ???? ?? ???? ?????)?","[90, 85, 70, 68]",78.25,"[0.10844457902530406, -0.2580081099272549, -0.22387098158606503, -0.5538989676637058]",-0.23183337,0.514079273
529,It appears fairly long at some point of time may be cut and then broken and removed or shown in cross section as well or at the bottom surface show marks of heavy blow from hammer as a result of which their are crack marks.,"?? ??? ??? ??? ???? ???? ????? ???? ??, ???? ???? ?? ???? ?? ?? ??? ????? ?? ???? ?? ?? ??? ???? ?? ???? ?? ?? ????? ?????? ??? ?? ???? ?? ??? ?? ?????? ?? ???? ?????? ?? ????? ????? ?? ???? ???, ????? ???????????? ?? ???? ?? ????? ????","[90, 90, 66, 67]",78.25,"[0.10844457902530406, 0.17855383580414114, -0.6342669148327466, -0.6436428055871838]",-0.247727826,0.541062117
530,"Later on, South India produced several Hindu temples like Chennakesava Temple at Belur, the Hoysaleswara Temple at Halebidu, and the Kesava Temple at Somanathapura, Brihadeeswara Temple, Thanjavur built by Raja Raja Chola, the Sun Temple, Konark, Sri Ranganathaswamy Temple at Srirangam, and the Buddha stupa (Chinna Lanja dibba and Vikramarka kota dibba) at Bhattiprolu.","??? ???, ?????? ???? ?? ????? ??? ????????? ?????, ??????? ??? ?????????? ????? ?? ??????????? ??? ???? ?????, ???? ???? ??? ?????? ??????? ????????? ?????, ???????? ??? ????? ?????, ??????? ??? ???? ???????????? ????? ?? ??????????? ??? ????? ????? (?????? ?????? ?????? ?? ?????????? ???? ??????) ???? ?? ????? ??????? ?? ??????? ?????","[100, 95, 75, 74]",86,"[0.9691158411308884, 0.6151157815355373, 0.28912393497228694, -0.015435940122837947]",0.464479904,0.533997893
531,"Natya Shastra by Bharat Muni (composed between 200 BC and 200 AD) clubbed musical instruments into four groups: Avanaddha Vadya (membranophones or percussion instruments), Ghan Vadya (idiophones or solid instruments), Sushir Vadya (aerophones or wind instruments), and Tat Vadya (chordophones or stringed instruments).","??? ???? ?? ????? ??????? (200 ?. ??. ?? 200 ?. ?? ??? ????) ?? ????? ???????????? ?? ??? ?????? ??? ??????? ????? ?????? ????? (?????? ????? ?? ?????? ?????), ?? ????? (???????? ?? ??? ?????), ????? ????? (??????? ?? ????? ?????) ?? ??? ????? (????????? ?? ??? ?????)?","[95, 100, 66, 64]",81.25,"[0.5387802100780963, 1.0516777272669333, -0.6342669148327466, -0.9128743193576176]",0.010829176,0.500307798
532,Cave 6 is two-storey monastery (16.85 × 18.07 m).,???? ?????? 6 ?? ?????? ?? (16.85 ?? 18.07 ????) ???,"[90, 80, 78, 74]",80.5,"[0.10844457902530406, -0.694570055658651, 0.5969208849072981, -0.015435940122837947]",-0.001160133,0.662195742
533,"According to one version of the Mahavamsa, the Buddhist chronicle of Sri Lanka, Ashoka was closely connected to the region of Sanchi.","???????? ?? ????? ??????, ?????? ?? ?? ??????? ?? ??????, ???? ????? ?? ??????? ?? ?????? ?? ????? ??? ???","[95, 95, 70, 71]",82.75,"[0.5387802100780963, 0.6151157815355373, -0.22387098158606503, -0.28466745389327186]",0.161339389,0.654626191
534,"Nagaraja in ardhaparyanka asana, with his wife holding lotus and wearing mangalasutra","??????????? ??? ??? ??????, ???? ????? ?? ??? ??? ????? ??? ?? ????????? ???? ???","[85, 85, 87, 86]",85.75,"[-0.32189105202748813, -0.2580081099272549, 1.5203117347123316, 1.0614901149588978]",0.500475672,0.689288318
535,Ashoka Lion Capitol with date 1957 AD and value 5 Naye Paise.,???? ???? ?????? ?? ???? 1957 ????? ?? ?? ???? ????? 5 ?? ???? ???,"[95, 90, 75, 90]",87.5,"[0.5387802100780963, 0.17855383580414114, 0.28912393497228694, 1.4204654666528096]",0.606730862,0.639873862
536,Ajanta Cave 1 Group of foreigners on the ceiling,????? ????-1 ?? ?? ????????? ?? ????,"[100, 100, 77, 73]",87.5,"[0.9691158411308884, 1.0516777272669333, 0.4943219015956277, -0.10517977804631592]",0.602483923,0.653684855
537,Seven gut frets fitted on the long narrow fingerboard.,???? ??????? ?????????? ?? ??? ??? ??? ???? ????,"[70, 80, 78, 90]",79.5,"[-1.6128979451858647, -0.694570055658651, 0.5969208849072981, 1.4204654666528096]",-0.072520412,0.554823577
538,The hills of Darjeeling are part of the Lesser Himalaya.,?????????? ?? ????????? ?? ?????? ?? ?????? ????,"[80, 80, 67, 68]",73.75,"[-0.7522266830802803, -0.694570055658651, -0.5316679315210762, -0.5538989676637058]",-0.633090909,0.675790727
539,"An archaeologist has observed that: ""In locating the temple on the very margin of the sea, exposing it to avoidable dangers, the builders, there can be little doubt, sought theatrical effect.""","?? ???????????? ?? ??? ?? ?? ?????? ?? ?????? ????? ?? ??? ????? ???, ??? ????????? ????? ?? ??? ????? ???? ???, ????? ??? ????? ???? ?? ?? ?????????? ?? ?????? ?????? ?? ???? ?? ???","[85, 90, 65, 63]",75.75,"[-0.32189105202748813, 0.17855383580414114, -0.736865898144417, -1.0026181572810957]",-0.470705318,0.642967999
540,"Apart from Jean Baptiste Tavernier, a 17th century European traveller whose words are on the reverse of this card, a German traveller,Mandelslo,wrote in 1638 that, “There is not in a manner any nation nor any merchandise in all Asia, which may not be had at Ahmedabad.","17??? ??????? ?? ?? ??????? ?????? ??? ????????? ????????? ?? ?????, ????? ???? ?? ????? ?? ?????? ???, ?? ????? ??????, ????????? ?? 1638 ??? ???? ??, ???? ????? ??? ??? ??? ?? ??????? ?? ??? ???? ??, ?? ???????? ??? ? ???","[85, 85, 74, 77]",80.25,"[-0.32189105202748813, -0.2580081099272549, 0.18652495166061656, 0.253795573647596]",-0.034894659,0.526851475
541,Thirty-four species of birds included 14 species of water birds (some are pictured in the gallery) of which following are the vulnerable species,"???????? ?? ?????? ?????????? ??? ???? ?? ???????? ?? 14 ?????????? (??? ?? ????? ??? ??????? ???? ??? ??) ????? ???, ?????? ?? ?????????? ?????????? ????? ???","[95, 95, 58, 56]",76,"[0.5387802100780963, 0.6151157815355373, -1.4550587813261098, -1.6308250227454415]",-0.482996953,0.5800969
542,The colours used are vegetable colours which have endured through time because the drawings were generally made deep inside a niche or on inner walls. The drawings and paintings can be classified under seven different periods.,????? ??? ?? ??? ????? ?? ??? ??? ?? ??? ?? ??? ??? ??? ??? ??????? ????? ????? ?? ?? ??? ?? ???? ?? ?????? ??????? ?? ???? ???? ???? ??????? ?? ??????? ?? ??? ???-??? ??????? ??? ???????? ???? ?? ???? ???,"[90, 85, 60, 58]",73.25,"[0.10844457902530406, -0.2580081099272549, -1.249860814702769, -1.4513373468984856]",-0.712690423,0.569974959
543,One mural shows Buddha's parents trying to dissuade him from becoming a monk.,?? ?????? ????? ??? ????? ?? ????-???? ??? ?????? ???? ?? ????? ?? ????? ???? ??? ?????? ??? ???,"[95, 95, 62, 59]",77.75,"[0.5387802100780963, 0.6151157815355373, -1.0446628480794282, -1.3615935089750075]",-0.313090091,0.738821805
544,Today the Chhena pudo is offered to the Lord Jagannath and is a beloved sweet of the Odia people.,?? ????? ??????? ?? ???? ???? ?????? ???? ?? ?? ?? ?????? ????? ?? ????? ????? ???,"[90, 90, 69, 90]",84.75,"[0.10844457902530406, 0.17855383580414114, -0.32646996489773544, 1.4204654666528096]",0.345248479,0.621988535
545,"They re-founded it and it became a great exporter of silk, with facilities for washing and preparing raw silk.",???????? ??? ??? ?? ??????? ???? ?? ?? ????? ???? ?? ???? ?? ????? ???? ?? ???????? ?? ??? ???? ?? ?? ???? ???????? ?? ????,"[100, 100, 71, 68]",84.75,"[0.9691158411308884, 1.0516777272669333, -0.12127199827439462, -0.5538989676637058]",0.336405651,0.713993847
546,The hair is done in jatajuta and a clasped by a crest jewel.,????? ?? ?????? ??? ???? ???? ?? ?? ?? ???? ?? ???? ?? ????? ???? ???,"[95, 90, 69, 85]",84.75,"[0.5387802100780963, 0.17855383580414114, -0.32646996489773544, 0.9717462770354197]",0.34065259,0.635181665
547,"He records in his memoir that after his accession, the first order he gave, ""was for the fastening up of the chain of justice so that if those engaged in the administration of justice should delay or practice hypocrisy, the aggrieved might come to this chain and shake it so that its noise might attract my attention.""","???????? ???? ??????? ??? ???? ?? ?? ???? ????? ????? ???? ?? ??? ???????? ?? ???? ???? ????, ?? ????? ?? ???????? ?? ????? ???? ?? ??? ??, ???? ??? ????? ??????? ??? ??? ??? ????? ???? ?? ????? ????, ?? ?????? ?? ???????? ??? ? ???? ??? ?? ??? ???? ???? ??? ???? ???? ??? ???? ????? ??????? ?? ????","[95, 95, 73, 70]",83.25,"[0.5387802100780963, 0.6151157815355373, 0.08392596834894617, -0.3744112918167498]",0.215852667,0.564702272
548,Commemorative stamps and coins,?????? ??? ???? ?? ??????,"[100, 100, 69, 82]",87.75,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, 0.7025147632649859]",0.599209592,0.631958783
549,"Some species such as hog deer (Axis porcinus), water buffalos (Bubalus bubalis), barasingha or swamp deer (Cervus duvauceli), Javan rhinoceros (Rhinoceros sondaicus), Indian rhinoceros (Rhinoceros unicornis) and the mugger crocodile (Crocodylus palustris) started to become extinct in the Sundarbans towards the middle of the 20th century, because of extensive poaching and hunting by the British.","??? ?????????? ???? ?? ??? ???? (?????? ???????), ???? ???? (????? ?????), ????????? ?? ????? ???? (????? ?????????), ???? ????? (?????????? ???????), ?????? ????? (?????????? ???????????) ?? ??????? (??????????? ??????????) 20 ??? ??????? ?? ???? ??? ??????? ??? ??????? ???? ????","[80, 70, 61, 60]",67.75,"[-0.7522266830802803, -1.5676939471214433, -1.1472618313910985, -1.2718496710515297]",-1.184758033,0.5884673
550,"With the region rich in copper, brass (an alloy of copper and zinc) is easy to produce.","????? ?? ?????? ??????? ?? ???, ???? (????? ?? ????? ?? ?? ????? ????) ?? ??????? ???? ???? ???","[100, 100, 69, 95]",91,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, 1.8691846562701995]",0.890877065,0.712769508
551,It is probably the best preserved group of Buddhist monuments in India.,?? ?????? ???? ??? ????? ???????? ?? ???? ????? ???????? ???? ???,"[100, 100, 68, 71]",84.75,"[0.9691158411308884, 1.0516777272669333, -0.42906894820940583, -0.28466745389327186]",0.326764292,0.785465419
552,It was used as a toy cart.,???? ???????? ?????? ????? ?? ??? ??? ???? ???? ???,"[100, 90, 80, 90]",90,"[0.9691158411308884, 0.17855383580414114, 0.8021188515306389, 1.4204654666528096]",0.842563499,0.77990216
553,"Every night a few thousand Kalawant reached at the Emperor's court, in the state of intoxication and nakedness and they danced.",?? ??? ??? ???? ?????? ??? ?? ?????? ?? ?????? ??? ?????? ?? ????? ??? ??? ?? ?? ????? ???? ???,"[100, 95, 76, 88]",89.75,"[0.9691158411308884, 0.6151157815355373, 0.39172291828395733, 1.2409777908058537]",0.804233083,0.699806929
554,It is a terracotta headless figure of Ganesha with modern decoration shown standing on a pedestal.,"?? ???????? ???? ?? ???? ??? ???? ????? ??, ?????? ?????? ????? ?? ?? ???????? ?? ?????? ??? ???","[80, 75, 69, 80]",76,"[-0.7522266830802803, -1.1311320013900472, -0.32646996489773544, 0.52302708741803]",-0.42170039,0.694234073
555,"To adapt to the changing culture of Mumbai, he broke the stereotype of family melodramas and historical myths and portrayed themes that were in tandem with contemporary culture.",????? ?? ????? ???????? ?? ?????? ???? ?? ??? ???????? ????????? ??????????? ?? ???????? ?????? ?? ??????????? ?? ????? ?? ??????? ???????? ?? ?????? ?????? ?? ??????? ?????,"[100, 100, 68, 75]",85.75,"[0.9691158411308884, 1.0516777272669333, -0.42906894820940583, 0.07430789780064002]",0.416508129,0.692341208
556,Alauddin captured Chittor after an eight-month-long siege.,????????? ?? ?? ????? ?? ???????? ?? ??? ???????? ?? ????? ?? ?????,"[95, 95, 69, 74]",83.25,"[0.5387802100780963, 0.6151157815355373, -0.32646996489773544, -0.015435940122837947]",0.202997522,0.749816477
557,"Muir, in-charge of the Intelligence Department wrote, “their bodies are now A letter from Military Secretary to John Lawrence, the Chief Commissioner of Punjab describing the state of Delhi, rebels and shooting of two sons and grandson of Zafar.","?????? ????? ?? ??????? ???? ?? ????, ???? ?? ?? ????? ???? ??? ??????, ????? ?? ????? ?????? ?????? ?????? ?????, ??????????? ?? ??? ?? ?? ????? ?? ???? ?? ???? ????? ?? ???? ??? ?? ???? ???","[80, 75, 79, 82]",79,"[-0.7522266830802803, -1.1311320013900472, 0.6995198682189685, 0.7025147632649859]",-0.120331013,0.584266126
558,"The Red Fort has an area of 254.67 acres (103.06 ha) enclosed by 2.41 kilometres (1.50 mi) of defensive walls, punctuated by turrets and bastions that vary in height from 18 metres (59 ft) on the river side to 33 metres (108 ft) on the city side.",??? ???? ?? ????????? 254.67 ???? (103.06 ????????) ?? ?? 2.41 ???????? (1.50 ???) ?? ????????? ??????? ?? ???? ??? ???,"[50, 50, 50, 49]",49.75,"[-3.3342404693970336, -3.3139417300470275, -2.275850647819473, -2.2590318882097873]",-2.795766184,0.483978689
559,"After the king was cured, she requested him to build a temple immediately, but multiple architects declared that it would take months to build a temple complete with a shikhara.","???? ?? ??? ???? ?? ???, ???? ???? ????? ?? ????? ?? ??????? ???? ?? ?????? ????, ????? ?? ??????????? ?? ????? ?? ?? ???? ?? ??? ?? ????? ?? ??????? ???? ???? ??? ?????? ???????","[100, 100, 59, 62]",80.25,"[0.9691158411308884, 1.0516777272669333, -1.3524597980144393, -1.0923619952045736]",-0.106007056,0.724727869
560,"The Buddha, presumably in abhaya mudra, wears a diaphanous samghati and stands with the left knee slightly bent.","?????, ?? ?????? ??? ?????? ??? ???, ?? ??????? ?????? ????? ??? ?? ???? ????? ?? ????? ?????? ??? ???? ???? ????","[80, 85, 80, 80]",81.25,"[-0.7522266830802803, -0.2580081099272549, 0.8021188515306389, 0.52302708741803]",0.078727786,0.677437723
561,The go-to place for a steaming cup of tea and a snack of Bun-maska or Samosa is Sharma ji ki Chai in Hazratgunj.,??????? ??? ?? ?? ??? ?? ??-????? ?? ????? ?? ?????? ???? ?? ??? ???? ???? ????? ????? ?? ?? ??? ???,"[90, 90, 72, 92]",86,"[0.10844457902530406, 0.17855383580414114, -0.018673014962724235, 1.5999531424997655]",0.467069636,0.591552377
562,"The elaborate design of this chamber consists of three peacocks (representing the three seasons of summer, winter, and monsoon) modeled in high relief and faced with coloured glass mosaic, built into successive niches in the wall area or jharoka, These were built during Maharana Sajjan Singh's reign, 200 years after the palace was established.","?? ???? ?? ??????? ?????? ??? ??? ??? (????????, ???????? ?? ?????? ?? ??? ?????? ?? ???????????? ???? ???) ???? ????? ??? ???? ?? ?? ????? ???? ?? ?????? ?? ??? ????? ??????? ?? ????? ??? ?????? ????? ??? ???? ?? ???, ?? ??? ?? ??????? ?? 200 ??? ??? ??????? ????? ???? ?? ??????? ?? ????? ???? ?? ???","[95, 95, 67, 65]",80.5,"[0.5387802100780963, 0.6151157815355373, -0.5316679315210762, -0.8231304814341397]",-0.050225605,0.627297461
563,Improvisation and imagination are the other major key elements in this form.,????? ?? ?????? ?? ??? ??? ???? ?????? ???? ????,"[100, 95, 67, 90]",88,"[0.9691158411308884, 0.6151157815355373, -0.5316679315210762, 1.4204654666528096]",0.618257289,0.726232588
564,This led to the need for new public and residential buildings.,???? ???? ?? ????????? ?? ?????? ????? ?? ???????? ????,"[100, 95, 78, 90]",90.75,"[0.9691158411308884, 0.6151157815355373, 0.5969208849072981, 1.4204654666528096]",0.900404494,0.822942734
565,This is a stone slab containing a panel inside which there is a male figure riding over a crocodile and holding a dagger in his upraised left hand and semi-circular carvings are shown in the right hand.,?? ?? ????? ?? ????? ?? ?????? ?? ???? ?? ????? ???? ?? ????? ????? ?? ?? ?? ??????? ?? ??? ????? ?? ??? ?? ?? ???? ???? ??? ??? ?? ???? ???? ??? ?? ?? ???? ??? ??? ????-??????? ??????? ????? ?? ???,"[90, 85, 68, 67]",77.5,"[0.10844457902530406, -0.2580081099272549, -0.42906894820940583, -0.6436428055871838]",-0.305568821,0.645088673
566,"Charmadi Mudigere, Karnataka 4,131 mm (162.6 in)","??????? ????????, ???????-4,131 ???? (162.6 ???)","[90, 90, 70, 72]",80.5,"[0.10844457902530406, 0.17855383580414114, -0.22387098158606503, -0.1949236159697939]",-0.032949046,0.665375173
567,"But after they had been under his roof for half an hour as his guests, they were caught hold of, and removed towards Dharmasala under police escort! Mr Irving told this story without showing any sign of having done an act which very few Englishmen would care to do.","????? ???? ???????? ?? ??? ??? ??? ???? ?? ???? ?? ?? ???? ???? ?? ???, ?????? ???? ???? ??? ?? ????? ?? ??????? ??? ???????? ?? ?? ?? ???? ????","[75, 65, 69, 70]",69.75,"[-1.1825623141330726, -2.0042558928528393, -0.32646996489773544, -0.3744112918167498]",-0.971924866,0.468684852
568,"A fusion of East Asian and Western cooking methods with traditional cuisines, along with regional adaptations of fast food are prominent in major Indian cities.",???? ?? ?????? ????? ??? ????? ??? ?? ????????? ?????????? ?? ???-??? ???????? ???????? ?? ??? ?????? ?????? ?? ??????? ???? ????? ?? ?????? ?? ?? ????? ?????? ???,"[95, 95, 67, 66]",80.75,"[0.5387802100780963, 0.6151157815355373, -0.5316679315210762, -0.7333866435106617]",-0.027789646,0.739044905
569,"This bonfire is considered to be sacred, and old and redundant things are burned in it to mark a new beginning.","?? ???? ?? ?????? ???? ???? ??, ?? ?? ?? ?????? ?? ??????? ???? ?? ??? ????? ?????? ?? ??????? ????? ?? ??? ???? ???? ???","[95, 95, 70, 70]",82.5,"[0.5387802100780963, 0.6151157815355373, -0.22387098158606503, -0.3744112918167498]",0.13890343,0.703749478
570,This hall has a luxuriant interior with large chandeliers.,?? ??? ??? ????-???? ???????? ?? ??? ?? ?????? ???????? ???,"[85, 80, 59, 69]",73.25,"[-0.32189105202748813, -0.694570055658651, -1.3524597980144393, -0.4641551297402278]",-0.708269009,0.752899885
571,"The site has several important inscriptions, is easily accessible and provides views of the some parts of Hampi and the fertile, agricultural valley that separates the sacred centre from the urban core with its royal centre.","?? ???? ?? ?? ?????????? ??????? ???, ?? ????? ?? ???? ??? ?? ????? ?? ??? ??????? ?? ?????, ???? ???? ?? ????? ?????? ???? ??? ?? ???? ???? ?????? ?? ??? ?????? ?????? ?? ???? ?????? ?? ??? ???? ????","[100, 95, 74, 77]",86.5,"[0.9691158411308884, 0.6151157815355373, 0.18652495166061656, 0.253795573647596]",0.506138037,0.677313745
572,The repairs to the caves and the cleaning and conservation of the frescoes have been carried out on such sound principles and in such a scientific manner that these matchless monuments have found a fresh lease of life for at least a couple of centuries.,"?????? ?? ??????, ????????????? ?? ???? ?? ??????? ?? ??? ??? ??? ?????????? ??, ??? ????????? ????? ?? ???? ??? ?? ?? ?? ?????? ???????? ?? ?? ?? ?? ?? ?????????? ?? ?? ??? ???? ???? ???","[100, 100, 67, 69]",84,"[0.9691158411308884, 1.0516777272669333, -0.5316679315210762, -0.4641551297402278]",0.256242627,0.583703816
573,"Air India, Air India Express, Buddha Air, IndiGo, Malindo Air, SpiceJet, SriLankan Airlines, Thai AirAsia, Thai Smile and Vistara operate flights from Varanasi to Ahmedabad, Bangkok, Colombo, Delhi, Gaya, Kathmandu, Khajuraho, Sharjah, Kuala Lumpur, Mumbai, Hyderabad, Bengaluru, Goa, Guwahati, Jaipur, Kolkata and several other cities.","??? ??????, ??? ?????? ?????????, ????? ???, ??????, ?????? ???, ?????????, ????????? ????????, ??? ??? ?????, ??? ?????? ?? ???????? ??????? ?? ????????, ??????, ??????, ??????, ???, ????????, ???????, ??????, ??????????, ?????, ????????, ????????, ????, ????????, ?????, ??????? ?? ?? ???? ????? ?? ??? ??????? ??????? ???? ????","[100, 95, 60, 61]",79,"[0.9691158411308884, 0.6151157815355373, -1.249860814702769, -1.1821058331280516]",-0.211933756,0.6514256
574,Similar stone benches are found in Nasik Caves.,??? ??? ?? ????? ?? ???? ????? ?? ?????? ??? ?? ??? ???? ????,"[95, 95, 68, 77]",83.75,"[0.5387802100780963, 0.6151157815355373, -0.42906894820940583, 0.253795573647596]",0.244655654,0.750611484
575,"It consists of the Diwan-e-Aam, or ""Hall of Public Audience"", the Diwan-e-Khas, or ""Hall of Private Audience"", the Sheesh Mahal (mirror palace), or Jai Mandir, and the Sukh Niwas where a cool climate is artificially created by winds that blow over a water cascade within the palace.","????? ?????-?-??, ?? ????????? ??????? ?? ???, ?????-?-???, ?? ???? ??????? ?? ???, ??? ??? (????? ???), ?? ?? ?????, ?? ??? ????? ????? ???, ???? ??? ?? ???? ???? ?? ???? ?? ??? ?? ?????? ??????? ??? ?? ???? ?????? ???? ???? ???","[95, 95, 69, 70]",82.25,"[0.5387802100780963, 0.6151157815355373, -0.32646996489773544, -0.3744112918167498]",0.113253684,0.421017706
576,"Thereafter, the bundle of meat is covered with layers of sand and embers and left to cook for a few hours, until the meat has absorbed all the spices.","???? ???, ???? ?? ???? ?? ??? ?? ?????? ?? ????? ?? ?? ???? ???? ?? ?? ??? ????? ?? ????? ?? ??? ???? ???? ???? ??, ?? ?? ?? ???? ??? ?????? ?? ??????? ???? ?? ???? ???","[95, 95, 64, 86]",85,"[0.5387802100780963, 0.6151157815355373, -0.8394648814560874, 1.0614901149588978]",0.343980306,0.698601425
577,It has 24 elaborately carved stone wheels which are nearly 12 feet (3.7 m) in diameter and are pulled by a set of seven horses.,????? 24 ?????????? ????? ?? ????? ??? ?? ????? ??? ???? 12 ??? (3.7 ????) ??? ?? ?????? ??? ?????? ?? ?? ??? ?????? ????? ???? ???,"[95, 90, 67, 68]",80,"[0.5387802100780963, 0.17855383580414114, -0.5316679315210762, -0.5538989676637058]",-0.092058213,0.732437134
578,"Ahmed Shah I of Gujarat attacked the fort in 1457, but found the effort futile.","?????? ?? ???? ??? ????? ?? 1457 ??? ???? ?? ???? ???? ??, ????? ?? ?????? ???? ????","[100, 90, 59, 61]",77.5,"[0.9691158411308884, 0.17855383580414114, -1.3524597980144393, -1.1821058331280516]",-0.346723989,0.745274603
579,"In Kerala, on a child’s birthday he is washed after an aromatic oil bath, dressed in a gold bordered kasava mundu, decked out in special jewels (which were made specifically for small boys) and then taken to the temple to be blessed.","???? ???, ?? ????? ?? ??????? ?? ??? ?? ??????? ??? ????? ?? ??? ???? ???? ??, ?? ???? ?? ?????? ???? ???? ????? ??? ????? ???? ??, ????? ????? (?? ????? ??? ?? ???? ?????? ?? ??? ???? ?? ??) ??? ????? ???? ?? ?? ??? ???????? ???? ?? ??? ????? ?? ???? ???? ???","[95, 95, 70, 67]",81.75,"[0.5387802100780963, 0.6151157815355373, -0.22387098158606503, -0.6436428055871838]",0.071595551,0.611499786
580,The temple is unusual because it faced north.,????? ???????? ?? ??????? ?? ????? ?? ?? ???,"[95, 85, 70, 83]",83.25,"[0.5387802100780963, -0.2580081099272549, -0.22387098158606503, 0.7922586011884638]",0.21228993,0.733442247
581,The three-day annual event is organised under the traditional king of the Tiwa tribe called Gobha Deoraja that once ruled the area.,"??? ?????? ??????? ????????? ???? ?????? ?? ???????? ???? ???? ?????? ?? ??? ?????? ???? ???? ??, ????????? ??? ?? ??????? ?? ???? ???? ???","[100, 100, 67, 94]",90.25,"[0.9691158411308884, 1.0516777272669333, -0.5316679315210762, 1.7794408183467216]",0.817141614,0.737679124
582,"At the 37th session of the World Heritage Committee held in Phnom Penh, Cambodia, in 2013, Amer Fort, along with five other forts of Rajasthan, was declared a UNESCO World Heritage Site as part of the group Hill Forts of Rajasthan.",???? 2013 ??? ????????? ?? ??? ????? ??? ?????? ????? ????? ????? ?? 37??? ???? ??? ???????? ?? ???? ???? ????? ?? ??? ???? ???? ?? ???????? ????? ????? ???? ????? ???? ??? ???,"[85, 75, 69, 70]",74.75,"[-0.32189105202748813, -1.1311320013900472, -0.32646996489773544, -0.3744112918167498]",-0.538476078,0.536345065
583,It is also a popular tourist destination in India.,?? ???? ??? ?? ???????? ?????? ???? ?? ???,"[100, 100, 76, 83]",89.75,"[0.9691158411308884, 1.0516777272669333, 0.39172291828395733, 0.7922586011884638]",0.801193772,0.812210977
584,"The two main tunnels are known to be 16 kms and 3 kms in length. However, these have now been closed due to security reasons. The tombstones of the Ahom kings and queens are known as 'Maidans'. They are constructed as pyramidal structures similar to the pyramids of Egypt.","?? ????? ??????? ?? ????? 16 ???????? ?? 3 ???????? ??, ????? ?????? ??????? ?????? ?? ??? ?? ???? ??? ??? ???? ?????? ?? ??????? ?? ?????? ?? ??????? ?? ??? ??? ???? ???? ??","[80, 70, 58, 57]",66.25,"[-0.7522266830802803, -1.5676939471214433, -1.4550587813261098, -1.5410811848219634]",-1.329015149,0.576711535
